frame: 0
251,143
252,141
253,137
254,137
255,138
256,140
257,138
258,138
259,139
260,137
261,135
262,137
263,137
264,136
265,135
266,134
267,135
268,134
269,134
270,134
271,132
272,130
273,127
274,126
275,131
276,132
277,132
278,132
279,130
280,129
281,131
282,131
283,134
284,132
285,131
286,129
287,128
288,127
289,122
290,123
291,120
292,120
293,119
294,116
295,113
296,113
297,111
298,103
299,102
300,102
301,104
302,107
303,107
304,108
305,105
306,103
307,105
308,104
309,104
310,109
311,106
312,103
313,104
314,104
315,102
316,102
317,103
318,103
319,102
320,100
321,100
322,99
323,98
324,97
325,96
326,95
327,97
328,99
329,102
330,103
331,103
332,102
333,102
334,102
335,104
336,106
337,105
338,108
339,109
340,110
341,109
342,110
343,111
344,114
345,116
346,118
347,118
348,115
349,117
350,115
351,112
352,111
353,108
354,108
355,109
356,111
357,116
358,114
359,114
360,113
361,112
362,114
363,114
364,113
365,116
366,117
367,119
368,118
369,119
370,120
371,121
372,120
373,118
374,116
375,115
376,114
377,109
378,109
379,105
380,107
381,108
382,107
383,110
384,112
385,107
386,110
387,110
388,108
389,107
390,107
391,109
392,107
393,107
394,106
395,105
396,106
397,107
398,108
399,107
400,105
401,102
402,102
403,106
404,104
405,100
406,94
407,92
408,92
409,92
410,92
411,94
412,93
413,93
414,94
415,95
416,93
417,96
418,100
419,102
420,101
421,104
422,104
423,107
424,110
425,112
426,112
427,109
428,111
429,111
430,108
431,109
432,110
433,106
434,105
435,106
436,110
437,111
438,111
439,109
440,107
441,108
442,108
443,107
444,106
445,105
446,107
447,108
448,110
449,110
450,115
451,119
452,117
453,118
454,120
455,119
456,122
457,122
458,125
459,126
460,126
461,126
462,125
463,124
464,124
465,125
466,125
467,127
468,124
469,121
470,120
471,119
472,120
473,126
474,120
475,122
476,124
477,127
478,129
479,129
480,137
481,137
482,137
483,140
484,140
485,134
486,134
487,133
488,135
489,136
490,135
491,137
492,138
493,136
494,139
495,138
496,140
497,141
498,143
499,139
500,139
501,138
502,140
503,144
504,144
505,143
506,142
507,144
508,140
509,140
510,139
511,142
512,142
513,144
514,145
515,143
516,142
517,139
518,143
519,143
520,144
521,143
522,139
523,139
524,141
525,138
526,139
527,137
528,139
529,132
530,129
531,133
532,135
533,135
534,138
535,137
536,137
537,134
538,134
539,135
540,134
541,135
542,134
543,135
544,134
545,129
546,129
547,126
548,128
549,126
550,126
551,123
552,122
553,124
554,124
555,125
556,124
557,125
558,125
559,129
560,129
561,128
562,129
563,128
564,130
565,130
566,129
567,133
568,134
569,136
570,136
571,138
572,140
573,137
574,136
575,134
576,137
577,136
578,137
579,140
580,136
581,137
582,136
583,139
584,141
585,141
586,142
587,142
588,146
589,148
590,147
591,153
592,149
593,151
594,151
595,149
596,151
597,152
598,149
599,151
600,152
601,149
602,149
603,151
604,149
605,150
606,148
607,150
608,150
609,147
610,148
611,148
612,145
613,144
614,141
615,143
616,140
617,141
618,139
619,138
620,138
621,138
622,139
623,138
624,139
625,138
626,140
627,138
628,137
629,138
630,136
631,135
632,133
633,134
634,136
635,137
636,139
637,140
638,139
639,135
640,133
641,131
642,132
643,131
644,133
645,131
646,134
647,134
648,133
649,134
650,134
651,131
652,133
653,133
654,134
655,136
656,137
657,135
658,136
659,133
660,133
661,134
662,135
663,137
664,137
665,139
666,137
667,135
668,134
669,133
670,134
671,131
672,131
673,129
674,129
675,126
676,123
677,121
678,121
679,119
680,121
681,124
682,121
683,120
684,121
685,119
686,117
687,118
688,121
689,123
690,122
691,123
692,122
693,122
694,124
695,122
696,119
697,117
698,121
699,126
700,129
701,129
702,128
703,130
704,128
705,126
706,122
707,123
708,125
709,125
710,122
711,121
712,125
713,125
714,122
715,124
716,125
717,122
718,128
719,124
720,122
721,126
722,126
723,128
724,129
725,133
726,137
727,142
728,143
729,144
730,144
731,145
732,145
733,143
734,145
735,147
736,144
737,141
738,143
739,145
740,144
741,144
742,145
743,144
744,145
745,147
746,150
747,148
748,146
749,142
750,138
751,140
752,138
753,138
754,137
755,137
756,140
757,138
758,140
759,143
760,143
761,144
762,144
763,148
764,148
765,148
766,150
767,150
768,146
769,148
770,145
771,143
772,144
773,144
774,143
775,141
776,136
777,133
778,134
779,133
780,129
781,128
782,130
783,128
784,125
785,124
786,125
787,123
788,121
789,123
790,121
791,119
792,120
793,122
794,121
795,122
796,124
797,122
798,120
799,121
800,121
801,123
802,127
803,129
804,133
805,131
806,129
807,127
808,125
809,126
810,125
811,124
812,124
813,127
814,127
815,129
816,127
817,128
818,129
819,127
820,128
821,129
822,131
823,134
824,136
825,137
826,134
827,134
828,137
829,141
830,142
831,143
832,141
833,144
834,144
835,144
836,143
837,145
838,144
839,144
840,144
841,143
842,142
843,139
844,136
845,137
846,139
847,136
848,136
849,138
850,136
851,133
852,132
853,128
854,126
855,130
856,128
857,129
858,129
859,125
860,127
861,124
862,122
863,120
864,120
865,121
866,122
867,120
868,120
869,120
870,118
871,118
872,117
873,115
874,113
875,116
876,115
877,110
878,106
879,108
880,107
881,110
882,108
883,107
884,110
885,108
886,108
887,109
888,110
889,114
890,116
891,114
892,118
893,117
894,115
895,116
896,118
897,119
898,119
899,120
900,116
901,116
902,118
903,119
904,121
905,125
906,127
907,129
908,128
909,128
910,125
911,123
912,123
913,124
914,128
915,131
916,134
917,134
918,137
919,139
920,136
921,139
922,137
923,137
924,136
925,133
926,137
927,138
928,141
929,145
930,141
931,138
932,137
933,135
934,131
935,131
936,126
937,122
938,120
939,115
940,113
941,110
942,107
943,106
944,104
945,100
946,97
947,94
948,90

